phase,step,loss,value_loss
bc,0,0.08171910047531128,0.0
bc,100,0.015673823654651642,0.0
bc,200,0.02120116725564003,0.0
bc,300,0.019895967096090317,0.0
bc,400,0.011336825788021088,0.0
bc,500,0.016136018559336662,0.0
bc,600,0.01205512136220932,0.0
bc,700,0.010960893705487251,0.0
bc,800,0.014835232868790627,0.0
bc,900,0.014293859712779522,0.0
imagination_rl,0,-0.2950262725353241,6.780734539031982
imagination_rl,100,-3.1253821849823,0.7187100648880005
imagination_rl,200,-3.9691789150238037,0.5692723393440247
imagination_rl,300,-4.899843692779541,0.6449838876724243
imagination_rl,400,-6.041491508483887,0.9631618857383728
imagination_rl,500,-6.314409255981445,1.348419427871704
imagination_rl,600,-7.444635391235352,0.6300293803215027
imagination_rl,700,-7.965359210968018,1.3128852844238281
imagination_rl,800,-8.674757957458496,1.9010676145553589
imagination_rl,900,-9.117486953735352,1.3866089582443237
imagination_rl,1000,-9.698933601379395,0.7528467178344727
imagination_rl,1100,-9.801977157592773,1.2786524295806885
imagination_rl,1200,-10.074901580810547,1.030767798423767
imagination_rl,1300,-10.232638359069824,1.4040781259536743
imagination_rl,1400,-10.380226135253906,1.2393606901168823
